,incident_date,breed,borough
2348,2016-06-10,shih tzu,Queens
2349,2016-06-10,jack russ,Queens
2350,2016-06-10,dachshund smooth coat,Manhattan
2351,2016-06-11,pit bull,Queens
2352,2016-06-11,pit bull,Brooklyn
2353,2016-06-11,american bully,Brooklyn
2354,2016-06-11,poodle,Bronx
2355,2016-06-11,pomeranian,Brooklyn
2356,2016-06-11,american pit bull mix / pit bull mix,Queens
2357,2016-06-12,pomski,Manhattan
2358,2016-06-12,dachshund,Brooklyn
2359,2016-06-13,pit bull,Queens
2360,2016-06-13,pit bull,Brooklyn
2361,2016-06-13,terrier hound x,Brooklyn
2362,2016-06-13,pit bull,Bronx
2363,2016-06-13,american pit bull mix / pit bull mix,Queens
2364,2016-06-14,american bully mix,Manhattan
2365,2016-06-14,dachshund smooth coat,Queens
2366,2016-06-14,pit bull,Manhattan
2367,2016-06-14,yorkshire terrier,Manhattan
2368,2016-06-15,american pit bull mix / pit bull mix,Brooklyn
2369,2016-06-15,shih tzu,Staten Island
2370,2016-06-15,german shepherd crossbreed,Queens
2371,2016-06-15,american pit bull mix / pit bull mix,Queens
2372,2016-06-16,chihuahua,Queens
2373,2016-06-16,american pit bull terrier/pit bull,Brooklyn
2374,2016-06-16,chihuahua,Staten Island
2375,2016-06-17,american pit bull mix / pit bull mix,Brooklyn
2376,2016-06-17,yorkshire terrier,Brooklyn
2377,2016-06-17,pit bull,Staten Island
2378,2016-06-18,beagle,Manhattan
2379,2016-06-18,pitbull/labrador retriever,Manhattan
2380,2016-06-18,border collie/ poodle,Manhattan
2381,2016-06-18,beagle,Manhattan
2382,2016-06-19,golden retriever,Manhattan
2383,2016-06-19,"shar-pei, chinese",Staten Island
2384,2016-06-20,beagle hound,Staten Island
2385,2016-06-20,terrier,Manhattan
2386,2016-06-20,american pit bull mix / pit bull mix,Manhattan
2387,2016-06-20,border terrier,Manhattan
2388,2016-06-20,american pit bull mix / pit bull mix,Brooklyn
2389,2016-06-20,mixed terrier,Staten Island
2390,2016-06-21,pit bull,Staten Island
2391,2016-06-21,mixed/other,Brooklyn
2392,2016-06-21,mixed/other,Staten Island
2393,2016-06-21,chihuahua crossbreed,Brooklyn
2394,2016-06-21,german shepherd crossbreed,Manhattan
2395,2016-06-21,shih tzu,Brooklyn
2396,2016-06-22,german shepherd,Bronx
2397,2016-06-22,bichon frise,Brooklyn
2398,2016-06-22,pit bull,Manhattan
2399,2016-06-22,pit bull,Bronx
2400,2016-06-22,american pit bull terrier/pit bull,Brooklyn
2401,2016-06-22,german shepherd,Staten Island
2402,2016-06-22,lhasa apso/poodle x,Brooklyn
2403,2016-06-22,miniature pinscher,Queens
2404,2016-06-22,rottweiler,Staten Island
2405,2016-06-22,pit bull,Queens
2406,2016-06-22,,Manhattan
2407,2016-06-22,german shepherd,Staten Island
2408,2016-06-23,husky,Queens
2409,2016-06-23,mixed/other,Manhattan
2410,2016-06-23,pit bull,Queens
2411,2016-06-23,american pit bull mix / pit bull mix,Brooklyn
2412,2016-06-23,american pit bull mix / pit bull mix,Brooklyn
2413,2016-06-23,mutt,Queens
2414,2016-06-23,chihuahua,Brooklyn
2415,2016-06-24,american staffordshire terrier,Brooklyn
2416,2016-06-24,pit bull,Queens
2417,2016-06-24,cane corso,Queens
2418,2016-06-24,bull dog,Brooklyn
2419,2016-06-25,labrador/mix,Brooklyn
2420,2016-06-25,american pit bull mix / pit bull mix,Brooklyn
2421,2016-06-25,german shepherd,Staten Island
2422,2016-06-25,pit bull,Bronx
2423,2016-06-25,shih tzu,Queens
2424,2016-06-25,american pit bull mix / pit bull mix,Staten Island
2425,2016-06-25,yorkshire terrier,Queens
2426,2016-06-26,mixed/other,Manhattan
2427,2016-06-26,american pit bull terrier/pit bull,Brooklyn
2428,2016-06-26,shih tzu,Queens
2429,2016-06-27,newfoundland,Brooklyn
2430,2016-06-28,pit bull mix,Queens
2431,2016-06-29,pit bull,Bronx
2432,2016-06-29,pomeranian/yorkie,Queens
2433,2016-06-29,jack russ,Brooklyn
2434,2016-06-29,morkie,Brooklyn
2435,2016-06-30,"bull dog, english",Queens
2436,2016-06-30,lab/chow chow x,Brooklyn
2437,2016-06-30,parson russell terrieer,Manhattan
2438,2016-06-30,,Brooklyn
2439,2016-07-01,american pit bull terrier/pit bull,Manhattan
2440,2016-07-01,mutt - terr x,Staten Island
2441,2016-07-01,american pit bull terrier/pit bull,Manhattan
2442,2016-07-01,american pit bull terrier/pit bull,Manhattan
2443,2016-07-01,american pit bull terrier/pit bull,Manhattan
2444,2016-07-01,labrador mix,Brooklyn
2445,2016-07-02,mastiff,Queens
2446,2016-07-02,pit bull,Queens
2447,2016-07-02,labrador/ pit bull,Queens
2448,2016-07-02,pit bull,Staten Island
2449,2016-07-02,german shepherd,Brooklyn
2450,2016-07-02,west high white terrier,Manhattan
2451,2016-07-02,bull dog,Queens
2452,2016-07-02,colby pit bull,Bronx
2453,2016-07-02,dalmatian,Bronx
2454,2016-07-02,american staffordshire terrier,Brooklyn
2455,2016-07-02,american pit bull mix / pit bull mix,Brooklyn
2456,2016-07-03,belgian malinois,Brooklyn
2457,2016-07-03,boxer,Brooklyn
2458,2016-07-03,american pit bull mix / pit bull mix,Manhattan
2459,2016-07-04,pit bull,Bronx
2460,2016-07-04,great dane,Queens
2461,2016-07-04,great dane,Queens
2462,2016-07-04,pit bull,Bronx
2463,2016-07-04,pit bull,Manhattan
2464,2016-07-04,pit bull,Queens
2465,2016-07-05,pit bull,Bronx
2466,2016-07-05,pit bull,Bronx
2467,2016-07-06,american pit bull mix / pit bull mix,Queens
2468,2016-07-06,great dane,Queens
2469,2016-07-06,belgian malinois,Bronx
2470,2016-07-07,poodle x,Queens
2471,2016-07-07,labrador mix,Queens
2472,2016-07-07,american pit bull/labrador,Queens
2473,2016-07-07,american pit bull terrier/pit bull,Brooklyn
2474,2016-07-07,american pit bull mix / pit bull mix,Queens
2475,2016-07-07,pug/boxer,Queens
2476,2016-07-07,pit bull ter/mix wth pink nose,Bronx
2477,2016-07-08,miniature pinscher,Bronx
2478,2016-07-08,american staffordshire terrier,Brooklyn
2479,2016-07-08,american pit bull terrier/pit bull,Queens
2480,2016-07-08,maltese,Staten Island
2481,2016-07-09,maltese,Manhattan
2482,2016-07-09,silky terrier,Brooklyn
2483,2016-07-10,maltese/terrier x,Brooklyn
2484,2016-07-10,husky,Queens
2485,2016-07-10,brussels griffon,Brooklyn
2486,2016-07-10,mixed/other,Bronx
2487,2016-07-10,chow chow,Brooklyn
2488,2016-07-11,staffordshire bull terrier,Bronx
2489,2016-07-11,sherphard muskey mix,Bronx
2490,2016-07-11,pit bull,Bronx
2491,2016-07-11,pit bull,Queens
2492,2016-07-11,shepherd,Manhattan
2493,2016-07-13,lhasa apso,Bronx
2494,2016-07-13,american pit bull mix / pit bull mix,Brooklyn
2495,2016-07-13,chihuahua,Manhattan
2496,2016-07-13,american bully (pit bull),Queens
2497,2016-07-13,mix breed/ pit bull,Brooklyn
2498,2016-07-14,shih tzu,Manhattan
2499,2016-07-14,large breed mix,Manhattan
2500,2016-07-14,chihuahua,Staten Island
2501,2016-07-14,mini australian shepherd,Brooklyn
2502,2016-07-14,silky terrier,Brooklyn
2503,2016-07-14,"dachshund, wirehaired, miniature",Manhattan
2504,2016-07-15,pit bull,Bronx
2505,2016-07-15,lab/ pitbull mix,Queens
2506,2016-07-15,poodle/shih tzu,Queens
2507,2016-07-16,bichon frise,Queens
2508,2016-07-16,marquis,Queens
2509,2016-07-16,american pit bull terrier/pit bull,Queens
2510,2016-07-16,pomeranian/terrier,Brooklyn
2511,2016-07-16,pit bull,Bronx
2512,2016-07-16,staffordshire bull terrier,Queens
2513,2016-07-17,boston terrier,Brooklyn
2514,2016-07-17,lowchen,Brooklyn
2515,2016-07-17,german shepherd,Queens
2516,2016-07-17,/shih tzu mix,Bronx
2517,2016-07-18,"poodle, toy",Bronx
2518,2016-07-19,pit bull,Bronx
2519,2016-07-19,great dane,Brooklyn
2520,2016-07-19,mastiff,Brooklyn
2521,2016-07-19,shih tzu/ maltese,Bronx
2522,2016-07-19,rhodesian ridgeback,Manhattan
2523,2016-07-20,chow chow,Queens
2524,2016-07-20,mixed/other,Manhattan
2525,2016-07-20,chihuahua crossbreed,Bronx
2526,2016-07-20,american pit bull terrier/pit bull,Brooklyn
2527,2016-07-20,american eskimo,Queens
2528,2016-07-21,shih tzu/ yorkie,Manhattan
2529,2016-07-22,pit bull,Brooklyn
2530,2016-07-22,"poodle, miniature",Queens
2531,2016-07-22,pit bull,Staten Island
2532,2016-07-22,german shepherd,Staten Island
2533,2016-07-22,chihuahua,Bronx
2534,2016-07-22,shih tzu,Queens
2535,2016-07-22,shepherd/pit bull x,Brooklyn
2536,2016-07-22,"poodle, standard",Manhattan
2537,2016-07-22,german shepherd mix,Queens
2538,2016-07-23,catahoula cur,Brooklyn
2539,2016-07-23,shiba inu,Brooklyn
2540,2016-07-23,pit bull mix,Manhattan
2541,2016-07-23,german shepherd,Brooklyn
2542,2016-07-23,pit bull,Bronx
2543,2016-07-23,shih tzu mix,Brooklyn
2544,2016-07-23,mixed/other,Staten Island
2545,2016-07-24,jack russ,Bronx
2546,2016-07-24,rottweiler,Brooklyn
2547,2016-07-25,jack russ,Bronx
2548,2016-07-25,german shepherd,Staten Island
2549,2016-07-25,siberian husky,Brooklyn
2550,2016-07-26,pit bull,Queens
2551,2016-07-27,chihuahua crossbreed,Manhattan
2552,2016-07-27,,Queens
2553,2016-07-27,shih tzu mix,Queens
2554,2016-07-27,maltipoo,Bronx
2555,2016-07-27,poodle mix,Bronx
2556,2016-07-27,doberman pinscher,Manhattan
2557,2016-07-27,"poodle, miniature",Queens
2558,2016-07-27,pit bull,Queens
2559,2016-07-27,maltese,Brooklyn
2560,2016-07-28,maltese,Bronx
2561,2016-07-28,german shepherd,Queens
2562,2016-07-28,german shepherd,Queens
2563,2016-07-28,labrador retriever,Queens
2564,2016-07-28,boxer,Brooklyn
2565,2016-07-29,labrador retriever crossbreed,Bronx
2566,2016-07-29,american pit bull mix / pit bull mix,Staten Island
2567,2016-07-29,pomeranian,Brooklyn
2568,2016-07-29,staffordshire bull terrier,Brooklyn
2569,2016-07-29,labrador ret / american eskimo mix,Queens
2570,2016-07-30,german shepherd,Queens
2571,2016-07-30,poodle mix,Bronx
2572,2016-07-30,american pit bull mix / pit bull mix,Manhattan
2573,2016-07-30,vizsla,Manhattan
2574,2016-07-30,cocker spaniel crossbreed,Manhattan
2575,2016-07-30,german shepherd,Queens
2576,2016-07-30,pit bull,Staten Island
2577,2016-07-30,labrador retriever crossbreed,Brooklyn
2578,2016-07-30,labrador retriever crossbreed,Brooklyn
2579,2016-07-30,labrador retriever crossbreed,Brooklyn
2580,2016-07-30,maltese x,Brooklyn
2581,2016-07-31,collie,Staten Island
2582,2016-07-31,lab/coo hound,Staten Island
2583,2016-07-31,bichon frise,Manhattan
2584,2016-07-31,mutt / mix,Brooklyn
2585,2016-08-01,yorkshire terrier,Bronx
2586,2016-08-01,shichi,Brooklyn
2587,2016-08-01,peek a boo poodle,Queens
2588,2016-08-01,havanese,Manhattan
2589,2016-08-01,pit bull mix,Queens
2590,2016-08-02,"bull dog, french",Manhattan
2591,2016-08-02,mixed/other,Queens
2592,2016-08-02,labrador / pit bull,Queens
2593,2016-08-03,cocker spaniel,Brooklyn
2594,2016-08-03,german shepherd,Manhattan
2595,2016-08-03,pit bull,Manhattan
2596,2016-08-03,american pit bull terrier/pit bull,Queens
2597,2016-08-04,labrador mix,Manhattan
2598,2016-08-04,shih tzu mix,Manhattan
2599,2016-08-04,pit bull mix,Manhattan
2600,2016-08-04,shih tzu,Brooklyn
2601,2016-08-04,staffordshire bull terrier,Staten Island
2602,2016-08-04,golden retriever,Queens
2603,2016-08-04,pit bull,Queens
2604,2016-08-04,shih tzu,Bronx
2605,2016-08-04,pit bull,Queens
2606,2016-08-05,chihuahua,Queens
2607,2016-08-05,jack russ,Queens
2608,2016-08-05,labrador,Queens
2609,2016-08-05,labrador retriever,Brooklyn
2610,2016-08-05,mixed/other,Manhattan
2611,2016-08-05,"bull dog, english",Manhattan
2612,2016-08-05,pit bull,Brooklyn
2613,2016-08-06,staffordshire x,Brooklyn
2614,2016-08-06,staffordshire x,Brooklyn
2615,2016-08-06,mixed/other,Manhattan
2616,2016-08-06,pit bull,Queens
2617,2016-08-06,mini australian shepherd,Brooklyn
2618,2016-08-06,beagle/ shephered,Manhattan
2619,2016-08-07,pit bull,Bronx
2620,2016-08-07,schnoodle- poodle/schnauzer,Queens
2621,2016-08-07,catahoula x,Brooklyn
2622,2016-08-07,labrador retriever,Manhattan
2623,2016-08-07,american pit bull terrier/pit bull,Brooklyn
2624,2016-08-07,american pit bull terrier/pit bull,Queens
2625,2016-08-08,"bull dog, french",Manhattan
2626,2016-08-08,pit bull,Bronx
2627,2016-08-08,"bull dog, english",Manhattan
2628,2016-08-08,jack russ,Manhattan
2629,2016-08-09,poodle mix,Manhattan
2630,2016-08-09,shih tzu,Manhattan
2631,2016-08-10,lab/rat terrier x,Brooklyn
2632,2016-08-10,pit bull,Brooklyn
2633,2016-08-11,rottweiler,Staten Island
2634,2016-08-11,rottweiler,Staten Island
2635,2016-08-11,terrier mix,Manhattan
2636,2016-08-11,rottweiler / pit bull,Bronx
2637,2016-08-12,pit bull,Manhattan
2638,2016-08-12,"poodle, toy",Brooklyn
2639,2016-08-12,pit bull,Manhattan
2640,2016-08-12,american pit bull mix / pit bull mix,Brooklyn
2641,2016-08-13,chow/schnauzer x,Brooklyn
2642,2016-08-13,shih tzu,Brooklyn
2643,2016-08-13,pit bull,Manhattan
2644,2016-08-14,labrador retriever,Manhattan
2645,2016-08-14,poodle mix,Queens
2646,2016-08-14,labrador retriever crossbreed,Brooklyn
2647,2016-08-14,boxer,Staten Island
2648,2016-08-15,american pit bull mix / pit bull mix,Bronx
2649,2016-08-15,husky,Manhattan
2650,2016-08-15,bull dog,Manhattan
2651,2016-08-15,rottweiler,Queens
2652,2016-08-15,siberian husky,Manhattan
2653,2016-08-15,german shepherd,Queens
2654,2016-08-16,american pit bull mix / pit bull mix,Brooklyn
2655,2016-08-16,yorkshire / jack russ,Queens
2656,2016-08-16,doberman pinscher,Queens
2657,2016-08-16,silky terrier,Manhattan
2658,2016-08-16,american pit bull terrier/pit bull,Queens
2659,2016-08-17,golden retreiver mix,Brooklyn
2660,2016-08-17,bull terrier,Brooklyn
2661,2016-08-18,bichon frise,Brooklyn
2662,2016-08-18,pit bull,Queens
2663,2016-08-18,pit bull,Bronx
2664,2016-08-18,maltese,Bronx
2665,2016-08-18,morkie,Manhattan
2666,2016-08-19,american pit bull terrier/pit bull,Brooklyn
2667,2016-08-19,border collie mix,Queens
2668,2016-08-20,german shepherd,Staten Island
2669,2016-08-20,shih tzu,Queens
2670,2016-08-20,mixed/other,Queens
2671,2016-08-20,terrier x,Brooklyn
2672,2016-08-20,poodle/ maltese mix,Queens
2673,2016-08-20,pit bull,Bronx
2674,2016-08-20,american pit bull mix / pit bull mix,Queens
2675,2016-08-21,pit bull ter/alaskan husky,Bronx
2676,2016-08-21,pit bull ter/alaskan husky,Bronx
2677,2016-08-21,mixed/other,Staten Island
2678,2016-08-21,pit bull terr/alaskan husky,Bronx
2679,2016-08-21,morkie,Manhattan
2680,2016-08-21,shih tzu,Brooklyn
2681,2016-08-21,shih tzu,Queens
2682,2016-08-21,maltese,Manhattan
2683,2016-08-22,american pit bull terrier/pit bull,Brooklyn
2684,2016-08-22,maltese / yorkshire,Manhattan
2685,2016-08-22,shih tzu x/poodle,Queens
2686,2016-08-22,pit bull mix,Bronx
2687,2016-08-22,boxer,Staten Island
2688,2016-08-23,pit bull,Bronx
2689,2016-08-23,corgi,Queens
2690,2016-08-23,yorkshire terrier,Staten Island
2691,2016-08-23,american pit bull mix / pit bull mix,Brooklyn
2692,2016-08-23,belgian shepherd,Staten Island
2693,2016-08-23,cocker spaniel,Brooklyn
2694,2016-08-23,pit bull,Queens
2695,2016-08-23,pit bull,Queens
2696,2016-08-24,pit/dalmatian mix,Staten Island
2697,2016-08-24,chihuahua,Bronx
2698,2016-08-24,pit bull,Manhattan
2699,2016-08-24,doberman doodle,Manhattan
2700,2016-08-24,"bull dog, english",Manhattan
2701,2016-08-24,maltese / shih tzu mix,Brooklyn
2702,2016-08-24,yorkipoo,Queens
2703,2016-08-24,chihuahua,Queens
2704,2016-08-25,rottweiler,Manhattan
2705,2016-08-25,german shepherd,Brooklyn
2706,2016-08-25,cane corso,Brooklyn
2707,2016-08-25,american pit bull terrier/pit bull,Brooklyn
2708,2016-08-26,german shepherd,Queens
2709,2016-08-26,chihuahua,Queens
2710,2016-08-26,golden doddle,Staten Island
2711,2016-08-27,german shepherd,Queens
2712,2016-08-27,akita,Bronx
2713,2016-08-27,pit bull,Brooklyn
2714,2016-08-27,labrador/pit bull x,Brooklyn
2715,2016-08-27,maltese mix,Brooklyn
2716,2016-08-28,pit bull/boxer x,Queens
2717,2016-08-28,maltese / poodle mix,Queens
2718,2016-08-28,jack russ / shih tzu,Queens
2719,2016-08-28,american pit bull terrier/pit bull,Brooklyn
2720,2016-08-28,chihuahua,Queens
2721,2016-08-28,american pit bull mix / pit bull mix,Staten Island
2722,2016-08-28,american pit bull mix / pit bull mix,Staten Island
2723,2016-08-28,german shepherd,Manhattan
2724,2016-08-28,american pit bull terrier/pit bull,Brooklyn
2725,2016-08-28,basenji terrier x,Brooklyn
2726,2016-08-28,american pit bull mix / pit bull mix,Brooklyn
2727,2016-08-28,american pit bull terrier/pit bull,Brooklyn
2728,2016-08-28,chihuahua,Queens
2729,2016-08-29,golden retriever,Queens
2730,2016-08-29,american pit bull mix / pit bull mix,Queens
2731,2016-08-29,labrador retriever,Manhattan
2732,2016-08-29,jack russ,Bronx
2733,2016-08-29,siberian husky,Queens
2734,2016-08-29,american pit bull terrier/pit bull,Queens
2735,2016-08-30,"poodle, toy",Queens
2736,2016-08-30,pit bull,Bronx
2737,2016-08-30,pit bull,Bronx
2738,2016-08-30,pit bull,Brooklyn
2739,2016-08-30,pit bull,Bronx
2740,2016-08-30,"poodle, toy",Brooklyn
2741,2016-08-31,shih tzu,Bronx
2742,2016-08-31,shih tzu,Bronx
2743,2016-08-31,"poodle, standard",Manhattan
2744,2016-09-01,pit bull,Staten Island
2745,2016-09-01,shih tzu,Staten Island
2746,2016-09-02,shiba inu,Brooklyn
2747,2016-09-02,pit bull,Manhattan
2748,2016-09-02,pomeranian,Brooklyn
2749,2016-09-02,belgian malinois,Manhattan
2750,2016-09-02,pit bull terrier,Bronx
2751,2016-09-03,maltese mix,Brooklyn
2752,2016-09-03,poodle / shih tzu,Queens
2753,2016-09-03,feist,Manhattan
2754,2016-09-03,mutt,Manhattan
2755,2016-09-03,golden retriver mix,Queens
2756,2016-09-04,labrador retriever,Staten Island
2757,2016-09-04,pit bull,Queens
2758,2016-09-04,chihuahua,Bronx
2759,2016-09-04,pit bull,Bronx
2760,2016-09-05,shih tzu,Queens
2761,2016-09-05,beagle crossbreed,Manhattan
2762,2016-09-05,shih tzu,Queens
2763,2016-09-05,maltese,Manhattan
2764,2016-09-05,pit bull,Brooklyn
2765,2016-09-05,pit bull,Brooklyn
2766,2016-09-05,pit bull,Brooklyn
2767,2016-09-05,cocker spaniel,Bronx
2768,2016-09-06,,Staten Island
2769,2016-09-06,labrador retriever,Staten Island
2770,2016-09-06,mixed,Brooklyn
2771,2016-09-06,golden doodle mix,Queens
2772,2016-09-06,cane corso,Bronx
2773,2016-09-06,american pit bull terrier/pit bull,Brooklyn
2774,2016-09-06,poodle/ shih tzu mix,Queens
2775,2016-09-06,terrier x,Staten Island
2776,2016-09-06,boston terrier,Manhattan
2777,2016-09-07,chihuahua / pomeranian mix,Bronx
2778,2016-09-07,pomeranian,Brooklyn
2779,2016-09-07,pit bull,Bronx
2780,2016-09-07,mixed/other,Staten Island
2781,2016-09-07,cocker spaniel,Queens
2782,2016-09-08,pit bull x/french bulldog,Staten Island
2783,2016-09-08,"shar-pei, chinese",Queens
2784,2016-09-08,king shephard / pit bull mix,Bronx
2785,2016-09-09,yorkshire terrier,Bronx
2786,2016-09-09,jack russ,Brooklyn
2787,2016-09-09,american pit bull mix / pit bull mix,Queens
2788,2016-09-09,pit bull,Bronx
2789,2016-09-10,west high white terrier,Brooklyn
2790,2016-09-10,labrador retriever,Queens
2791,2016-09-10,chihuahua crossbreed,Queens
2792,2016-09-10,pit bull,Manhattan
2793,2016-09-10,shih tzu,Queens
2794,2016-09-10,pomeranian,Brooklyn
2795,2016-09-10,cocker spaniel,Bronx
2796,2016-09-11,maltese,Manhattan
2797,2016-09-11,"schnauzer, standard",Brooklyn
2798,2016-09-11,labradoodle,Manhattan
2799,2016-09-11,yorkshire terrier,Queens
2800,2016-09-11,chihuahua,Bronx
2801,2016-09-11,german shepherd,Staten Island
2802,2016-09-11,maltese/yorkshire terrier,Bronx
2803,2016-09-12,newfoundland,Bronx
2804,2016-09-12,shih tzu/ chihuahua mix,Bronx
2805,2016-09-12,malti poo,Queens
2806,2016-09-12,german shepherd,Queens
2807,2016-09-13,pit bull,Brooklyn
2808,2016-09-13,golden retriever,Queens
2809,2016-09-13,dachshund smooth coat,Manhattan
2810,2016-09-13,golden retriever,Manhattan
2811,2016-09-13,pit bull,Staten Island
2812,2016-09-13,pit bull,Manhattan
2813,2016-09-14,pekingese,Brooklyn
2814,2016-09-14,german shepherd,Manhattan
2815,2016-09-14,australian cattle mix,Queens
2816,2016-09-14,pit bull,Manhattan
2817,2016-09-15,staffordshire bull terrier,Staten Island
2818,2016-09-15,yorkshire terrier,Brooklyn
2819,2016-09-15,pit bull,Bronx
2820,2016-09-16,german shepherd,Bronx
2821,2016-09-16,poodle / schnauzer / cocker spaniel mix,Queens
2822,2016-09-16,german shepherd,Queens
2823,2016-09-16,german shepherd,Queens
2824,2016-09-17,american pit bull mix / pit bull mix,Manhattan
2825,2016-09-17,"mastiff, old english",Brooklyn
2826,2016-09-17,dachshund/jack russ terrier,Bronx
2827,2016-09-17,shih tzu,Queens
2828,2016-09-17,dachshund/jack russ terrier,Bronx
2829,2016-09-18,mutt,Queens
2830,2016-09-18,mutt,Queens
2831,2016-09-18,labrador retriever,Queens
2832,2016-09-18,yorkshire terrier mix,Manhattan
2833,2016-09-18,german shepherd,Brooklyn
2834,2016-09-18,akita,Brooklyn
2835,2016-09-18,shih tzu,Queens
2836,2016-09-18,pit bull,Bronx
2837,2016-09-18,pit bull x/ pug,Manhattan
2838,2016-09-19,bichon frise,Queens
2839,2016-09-19,shih tzu,Queens
2840,2016-09-19,lhasa apso/poodle x,Brooklyn
2841,2016-09-19,pit bull,Manhattan
2842,2016-09-20,pit bull,Bronx
2843,2016-09-20,pit bull,Bronx
2844,2016-09-20,"jindo dog,",Queens
2845,2016-09-21,pomeranian,Bronx
